text,word,n,id,name,Comments,CL,keyword,DW notes,cbdsmokeshop,retailer,standalone_hashtag,sentence_hashtag,Keyword mentioned in post?,Amount of drug,sale,edible,food_product,gummies,drinks,tinctures,capsules,vape,flower,flavor_mentioned,concentrates,hemp,pet,noningestible,medical_claim,anxiety,skin,stress,cholesterol,effects_mentioned,giveaway,coupon,free_shipping,naturalness/organic,legal_high,review,popularity,website,physical_store_location,Premium,Tested,Delta 8 mentioned in post,handmade,Availability,Recipe,duplicate,RT,cbdsmokeshop_c,retailer_c,standalone_hashtag_c,sentence_hashtag_c,Keyword mentioned in post?_c,Amount of drug_c,sale_c,edible_c,food_product_c,gummies_c,drinks_c,tinctures_c,capsules_c,vape_c,flower_c,flavor_mentioned_c,concentrates_c,hemp_c,pet_c,noningestible_c,medical_claim_c,anxiety_c,skin_c,stress_c,cholesterol_c,effects_mentioned_c,giveaway_c,coupon_c,free_shipping_c,naturalness/organic_c,legal_high_c,review_c,popularity_c,website_c,physical_store_location_c,Premium_c,Tested_c,Delta 8 mentioned in post_c,handmade_c,Availability_c,Recipe_c,duplicate_c,RT_c,z_id_real
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Use this link and get a free bottle âž¡ https://t.co/bF75RDacDL Smilz CBD Gummies are pure broad spectrum hemp edibles that contain 10mg of ...
source https://t.co/4DMuk1LKQG #cbdedibles #delta8 https://t.co/XES45TrNo1",spectrum,1907,1.43E+18,CBDSmokeShop,"pure broad spectrum hemp, sale, food/bev","free, edible, amount of drug",broad spectrum,"pure broad spectrum hemp, sale, food/bev",1,1,0,,1,1,1,1,1,1,0,0,0,0,0,0,,1,0,0,0,0,,0,,0,1,0,0,0,0,,0,1,,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,118
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Furry Friends Formula 500mg

This 500mg furry friends formula is made from a smart blend of full spectrum hemp oil and sustainably harvested Omega-3 anchovy fish oil. https://t.co/q7DfEb6V3r #cbdedibles #delta8 https://t.co/qwvdRwNx4m",spectrum,1907,1.41E+18,CBDSmokeShop,"full spectrum hemp, sale, pet","amount of drug, pet, sustainable",full spectrum,"full spectrum hemp, sale, pet",1,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,,0,,0,0,0,0,1,0,,0,1,,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,119
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Full-Spectrum CBD OilÂ  500mg

Bliss CBD oil is made with full-spectrum hemp extract. It makes use of the entourage effect to deliver over 80 nutrients. In addition https://t.co/ml3qXaNbGb #cbdedibles #delta8 https://t.co/9vu5zaqMtA",spectrum,1907,1.43E+18,CBDSmokeShop,"full spectrum hemp, entourage, medical claims, sale","oil, nutrients",full spectrum,"full spectrum hemp, entourage, medical claims, sale",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,120
YoDelta is about to take things to the next level! We are giving away the hottest product of the year: Playstation 5 Blu-Ray Edition a load of Delta 8! There is no purchase necessary with multiple ways to enter!!! #ps5 #delta8 https://t.co/QMRnz8dPqz,ps5,1786,1.42E+18,suzanne kaiser,"hashtag standalone, giiveaway",giveaway,in post and hashtag standalone,"hashtag standalone, giiveaway",0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,1,0,0,0,0,,1,1,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,121
"https://t.co/GergueT2Jg is giving away a Playstation 5!
https://t.co/kjvUxibwn6
#delta8 #yodelta #ps5 https://t.co/WTkYCh9kpy",ps5,1786,1.42E+18,PJ,"hashtag standalone, giveaway",giveaway,in post and hashtag standalone,"hashtag standalone, giveaway",0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,1,0,0,0,0,,0,1,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,122
YoDelta is about to take things to the next level! We are giving away the hottest product of the year: Playstation 5 Blu-Ray Edition a load of Delta 8! There is no purchase necessary with multiple ways to enter!!! #ps5 #delta8 https://t.co/EXNuKIlN4I,ps5,1786,1.41E+18,Jens,"hashtag standalone, giveaway",giveaway,in post and hashtag standalone,"hashtag standalone, giveaway",0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,1,0,0,0,0,,1,1,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,123
"https://t.co/gzINfRUKLP is giving away a Playstation 5!
https://t.co/2eXhuspCtj
#delta8 #yodelta #ps5 https://t.co/Bz38fxd6eh",ps5,1786,1.42E+18,shellie clark,"hashtag standalone, giveaway",giveaway,in post and hashtag standalone,"hashtag standalone, giveaway",0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,1,0,0,0,0,,0,1,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,124
YoDelta is about to take things to the next level! We are giving away the hottest product of the year: Playstation 5 Blu-Ray Edition a load of Delta 8! There is no purchase necessary with multiple ways to enter!!! #ps5 #delta8 https://t.co/Bjd2hjL3Bh,ps5,1786,1.42E+18,test alexis,"hashtag standalone, giveaway",giveaway,in post and hashtag standalone,"hashtag standalone, giveaway",0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,1,0,0,0,0,,1,1,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,125
#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Chill Delta-8 Hemp Flower Lifter. Now you can enjoy whole flower hemp infused with Delta-8 THC the way it was meant to be experienced. In a sweet and sticky bud https://t.co/54ZsjwWv6a #cbdedibles #delta8 https://t.co/CvfkJZoucv,enjoy,1688,1.43E+18,CBDSmokeShop,"enjoy flower, sale, flower","flower, enjoy, natural, sweet, sticky",in post,"enjoy flower, sale, flower",1,1,0,,1,0,1,0,0,0,0,0,0,0,1,1,,1,0,0,0,0,,0,,0,0,0,0,0,0,,0,1,,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,126
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Rechargeable CBD Dab Pen - With our in-house selection of dab pens, you can easily enjoy your shatter, dab oil, and waxes in a whole new light. If you are looking for a https://t.co/dRvpFR77HN #cbdedibles #delta8 https://t.co/evdShf74Yz",enjoy,1688,1.43E+18,CBDSmokeShop,"enjoy concentrates, vape, sale","dab pen, in house, enjoy, easy oil, shatter, wax",in post,"enjoy concentrates, vape, sale",1,1,0,,1,0,1,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,1,,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,127
#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Chill Delta-8 Hemp Flower Lifter. Now you can enjoy whole flower hemp infused with Delta-8 THC the way it was meant to be experienced. In a sweet and sticky bud https://t.co/54ZsjwWv6a #cbdedibles #delta8 https://t.co/KR2709Lsdb,enjoy,1688,1.42E+18,CBDSmokeShop,"enjoy flower, sale, flower","flower, natural, sweet, sticky",in post,"enjoy flower, sale, flower",1,1,0,,1,0,1,0,0,0,0,0,0,0,1,1,,1,0,0,0,0,,0,,0,0,0,0,0,0,,0,1,,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,128
#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity With our in-house selection of pre-filled CBD vape oil pen. You can easily enjoy your favorite vape oil flavor wherever you see fit. If you were looking for a great https://t.co/ayzhL9oAJr #cbdedibles #delta8 https://t.co/OUDb9hgOyY,enjoy,1688,1.43E+18,CBDSmokeShop,"enjoy vape, sale, vape","vape, enjoy, flavor, locatoin",in post,"enjoy vape, sale, vape",1,1,0,,1,0,1,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,1,,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,129
"HBD, #Beyonce!
DYK Beyonce also uses CBD? 
What products do you think the Queen B uses? 

#thegreendragoncbd #cbd #delta8 https://t.co/Fc3FegGO16",product,1675,1.43E+18,The Green Dragon CBD,"celebrity, sale, cbd ","enjoy, premium, flower, sweet, chill, buzz, natural",in post,"celebrity, sale, cbd ",0,1,0,,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,,1,1,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,130
"RT @CDCInjury: New CDC Health Alert: Cannabis products containing delta-8 THC may have unclear &amp; incomplete labeling, leaving consumers atâ€¦",product,1675,1.44E+18,ASTHO,"cannabis products, news, cdc, health warning",celebrity,"question, type","cannabis products, news, cdc, health warning",0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,0,,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,131
"@CityofClinton letting your police department harass legal businesses about legal product without due process... its not a good look for you.

#delta8",product,1675,1.37E+18,JonFinn,"legal product, delta 8, legal harassment","alert, information, labeling",type,"legal product, delta 8, legal harassment",0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,132
YoDelta is about to take things to the next level! We are giving away the hottest product of the year: Playstation 5 Blu-Ray Edition a load of Delta 8! There is no purchase necessary with multiple ways to enter!!! #ps5 #delta8 https://t.co/HoxymivmBS,product,1675,1.41E+18,pyrros,"hottest product, giveaway",legal status,legal,"hottest product, giveaway",0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,1,0,0,0,0,,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,133
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Canna-PetÂ® Advanced Small â€“ 60 capsules

Our #1 product for cats &amp; dogs under 20 pounds.Â 

Recommended servings:

Pets under 20lbs (9kg), serve 1-2 capsules https://t.co/jAsURkqoED #cbdedibles #delta8 https://t.co/loyZ2kmTlN",product,1675,1.43E+18,CBDSmokeShop,"best product, pet, sale","new, giveaway",type,"best product, pet, sale",1,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,,0,,0,0,0,0,0,0,,0,1,,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,134
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Holistic Nutrition Consultant, Abbie Harper, shows us how to bake delicious CBD-infused chocolate chip cookies that happen to be vegan and gluten-free!
source https://t.co/oePMV3VKIE #cbdedibles #delta8 https://t.co/h7B09cuejO",free,1620,1.44E+18,CBDSmokeShop,"gluten-free, cbd","edible, pet",type,"gluten-free, cbd",1,1,0,,1,0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,1,,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,135
#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Check out https://t.co/0TG6BjudY3 to buy a gram of CBD Tincture for $16 with free shipping with promo codes 'freeisolateshipping' and 'weedlist10' at checkout ... https://t.co/FoFMOPBvOJ #cbdedibles #delta8 https://t.co/fGRuhcgIq6,free,1620,1.43E+18,CBDSmokeShop,"free shipping, freeisolateshipping, sale, tincture","holistic, nutrition, recipe, vegan, gluten free",gluten free,"free shipping, freeisolateshipping, sale, tincture",1,1,0,,1,1,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0,,0,0,1,1,0,0,,0,1,,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,136
We have #delta8 To my #2a #veterans TY Always #freeshipping! BuyÂ https://t.co/jR9YYiAuhZ &amp; use my coupon code masswon! #isolate #cbd #cbdoil #hemp #cannabiscommunity #cbdheals #cbdvape #health #cannabidiol #vape #wellness #marijuana #organic #cbdisolate #cannabisoil,free,1620,1.36E+18,Mass One,"free shipping, sale","amount of drug, tincture, price, coupon",free shipping,"free shipping, sale",0,1,1,,1,0,1,0,0,0,0,0,0,1,0,0,,0,0,0,1,0,,0,,0,0,1,1,0,0,,0,1,,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,137
New Arrival alert!! Chill Plus Full Spectrum Delta 8 CBD oil now available with #freeshipping @ https://t.co/PrT9BJXSjw  #cbdoil #CBDlife #cbdmovement #CBDstore #hemp #cannabidiol #hempoil #delta8 #delta8thc #THC #tincture #ThankfulThursday #ThursdayThoughts,free,1620,1.30E+18,Cbdsalesman,"free shipping, sale","availability, coupon",free shipping,"free shipping, sale",0,1,1,,1,0,1,0,0,0,0,1,0,0,0,0,,1,0,0,0,0,,0,,0,0,0,1,0,0,,0,1,,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,138
RT @CBDSmokeShop: #edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Our 500mg THC-free CBD tincture is made from our broaâ€¦,free,1620,1.42E+18,BestCBDOrganic,thc-free,"new, availability, free",free shipping,thc-free,0,1,0,,1,1,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139
YoDelta is about to take things to the next level! We are giving away the hottest product of the year: Playstation 5 Blu-Ray Edition a load of Delta 8! There is no purchase necessary with multiple ways to enter!!! #ps5 #delta8 https://t.co/6YBnRdUCig,purchase,1589,1.42E+18,sonny isbell,"no purchase necessary, giveaway","amount of drug, tincture",THC free,"no purchase necessary, giveaway",0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,1,0,0,0,0,,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,140
YoDelta is about to take things to the next level! We are giving away the hottest product of the year: Playstation 5 Blu-Ray Edition a load of Delta 8! There is no purchase necessary with multiple ways to enter!!! #ps5 #delta8 https://t.co/lOiG9lcSMc,purchase,1589,1.41E+18,Szymon Petrykowski,"no purchase necessary, giveaway",giveaway,no purchase necessary giveaway,"no purchase necessary, giveaway",0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,1,0,0,0,0,,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,141
YoDelta is about to take things to the next level! We are giving away the hottest product of the year: Playstation 5 Blu-Ray Edition a load of Delta 8! There is no purchase necessary with multiple ways to enter!!! #ps5 #delta8 https://t.co/1ShmZBoYxR,purchase,1589,1.42E+18,yes,"no purchase necessary, giveaway",giveaway,no purchase necessary giveaway,"no purchase necessary, giveaway",0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,1,0,0,0,0,,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,142
YoDelta is about to take things to the next level! We are giving away the hottest product of the year: Playstation 5 Blu-Ray Edition a load of Delta 8! There is no purchase necessary with multiple ways to enter!!! #ps5 #delta8 https://t.co/GyazjwhsUf,purchase,1589,1.41E+18,Amods,"no purchase necessary, giveaway",giveaway,no purchase necessary giveaway,"no purchase necessary, giveaway",0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,1,0,0,0,0,,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,143
YoDelta is about to take things to the next level! We are giving away the hottest product of the year: Playstation 5 Blu-Ray Edition a load of Delta 8! There is no purchase necessary with multiple ways to enter!!! #ps5 #delta8 https://t.co/Doh3CWIn6u,purchase,1589,1.41E+18,Will Griesmer,"no purchase necessary, giveaway",giveaway,no purchase necessary giveaway,"no purchase necessary, giveaway",0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,,0,1,0,0,0,0,,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,144
#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Take a wild trip to the islands and feel the buzz with Delta 8 CBD Mango Gummies. Itâ€™s a delicious Mango gummy infused with Delta-8 THC. Enjoy the flavor of Mango https://t.co/NYBSB8UXc6 #cbdedibles #delta8 https://t.co/o9DQDMegmB,gummy,1574,1.41E+18,CBDSmokeShop,"delta 8 infused, sale, food/bev",giveaway,no purchase necessary giveaway,"delta 8 infused, sale, food/bev",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,145
#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Itâ€™s like a buzz from the ice cream man with Orange Creamsicle CBD Gummies flavored Delta-8 THC Bites. Itâ€™s a delicious Orange Creamsicle gummy infused with Delta-8 https://t.co/GqLqJzX7OP #cbdedibles #delta8 https://t.co/YDzrJLYrdS,gummy,1574,1.41E+18,CBDSmokeShop,"delta 8 infused, sale, food/bev","trip, buzz, edible, fruit, flavor, gymmy, enjoy","in post, product advertisement","delta 8 infused, sale, food/bev",1,1,1,,1,0,1,1,1,1,0,0,0,0,0,1,,0,0,0,0,0,,0,,1,0,0,0,0,0,,0,1,,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,146
#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Yum Yum Sour Gummies CBD 1000x CBD Infused Sour Bears. Use natural CBD hemp extract and deliver yummy CBD gummy taste. CBD Gummies are the #1 CBD choice for many people https://t.co/jLmynjjVSw #cbdedibles #delta8 https://t.co/wMnq0ruEqK,gummy,1574,1.42E+18,CBDSmokeShop,"cbd infused, sale, food/bev","buzz, edible, fummy, flavor","in post, product advertisement","cbd infused, sale, food/bev",1,1,0,,1,0,1,1,1,1,0,0,0,0,0,1,,0,0,0,0,0,,0,,0,0,0,0,1,0,,1,1,,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,147
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Did you know that gelatin is actually good for dogs? That means they can have homemade gummy bears! How fun! We're making watermelon gummy bears with ...
source https://t.co/o1XpbTOnul #cbdedibles #delta8 https://t.co/arToX9rKQM",gummy,1574,1.44E+18,CBDSmokeShop,"delta 8 infused, pet, sale","sour, edible , gummy, natural, yummy, #1","in post, product advertisement","delta 8 infused, pet, sale",1,1,0,,1,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,0,,0,,0,0,0,0,0,0,,0,1,,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,148
"Use code 'SourSale' for an awesome promo deal on our sour gummy worms or visit https://t.co/KhK6hNjZRD to browse PHD Chemist Derived Delta-8-THC products.âœŒðŸ¾Herbâ£â£â£â£
â£â£â£â£
#StayMellow #Delta8THC #Delta8 #Delta8Flower #Delta8Gummies #Delta8Candy",gummy,1574,1.37E+18,Mellow Fellow,"delta 8 infused, sale, food/bev","information, homemade, flavor, edible, fruit","in post, product advertisement","delta 8 infused, sale, food/bev",0,1,0,,1,0,1,1,1,1,0,0,0,0,0,1,,0,0,0,0,0,,0,,0,0,1,0,0,0,,0,1,,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,149
