text,word,n,id,name,Comments,CL,keyword,cbdsmokeshop,retailer,RT,Duplicate,Keyword mentioned in post?,Ingestible_edible,Vape,flower_combustible,non_ingestible,delta_8_specific,flavoring_mentioned,tested,amount_of_drug,sale_promotion_or_giveaway,Therapeutic_claim,Effects_mentioned,Naturalness,legal_high,popularity,availability,website,cbdsmokeshop_cl,retailer_cl,RT_cl,Duplicate_cl,Keyword mentioned in post?_cl,Ingestible_edible_cl,Vape_cl,flower_combustible_cl,non_ingestible_cl,delta_8_specific_cl,flavoring_mentioned_cl,tested_cl,amount_of_drug_cl,sale_promotion_or_giveaway_cl,Therapeutic_claim_cl,Effects_mentioned_cl,Naturalness_cl,legal_high_cl,popularity_cl,availability_cl,Website_cl
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity CBD Nighttime Capsules 1,000mg 60 Ct. Avid Hemp’s 1,000mg CBD Nighttime Capsules provide a full spectrum profile. Of all cannabinoids and terpenes naturally found https://t.co/OkMkv2zpz9 #cbdedibles #delta8 https://t.co/tyTPYLujJA",vapejuice,16612,1.42E+18,CBDSmokeShop,"hashtag standalone, sale, capsules","capsule, sleep, natural","not mentioned in post, hashtag standalone",1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Relax Vape Liquid [12ml] Strawberry

Relax Liquid CBD Vape Liquid Strawberry Flavor [12ml] is the CBD vape liquid for relaxation made from organic CBD hemp oil. https://t.co/dg3R3UtyIw #cbdedibles #delta8 https://t.co/vowalV9ZeO",vapejuice,16612,1.41E+18,CBDSmokeShop,"hashtag standalone, sale, vape","relax, vape, fruit, flavor, organic","product advertising, hashtag standalone",1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
RT @CBDSmokeShop: #edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Urgent CBD Pain Cream - Whether you’re throwing touch…,vapejuice,16612,1.43E+18,🟢EndTheParanoia🟢,"hashtag standalone, sale, lotion","pain, cream","not mentioned in post, hashtag standalone",1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Cherry Bomb – CBD Vape Juice - This CBD vape juice liquid blend comes in various strengths of 250mg, 500mg, 1000mg and 2000mg, and features a delicious cherry flavor https://t.co/X25FNclpiN #cbdedibles #delta8 https://t.co/fPxAnB5i35",vapejuice,16612,1.42E+18,CBDSmokeShop,"hashtag standalone, sale, vape","vape, amount of drug, flavor, fruit","product advertising, hashtag standalone",1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Joy Organics CBD Energy Drink Mix
Joy Organics CBD Energy Drink Mix packs are formulated to give you the focus + boost you might need to get the most out of your https://t.co/IpXH0ieeDI #cbdedibles #delta8 https://t.co/Ypkx4BkBV7",cbdedibles,15476,1.43E+18,CBDSmokeShop,"hashtag standalone, sale, food/bev","edible, drink, energy, focus",product advertising,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity CBD Flower Bubba Kush 4 grams

The CBD industry has been exploding, and a product category that is beginning to get a lot of attention is smokeable CBD hemp flower! https://t.co/JlpeWqGITw #cbdedibles #delta8 https://t.co/VFvWAesvh1",cbdedibles,15476,1.41E+18,CBDSmokeShop,"hashtag standalone, sale, flower","flower, amount of drug, new",not mentioned in post,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity CBD Nighttime Capsules 1,000mg 60 Ct. Avid Hemp’s 1,000mg CBD Nighttime Capsules provide a full spectrum profile. Of all cannabinoids and terpenes naturally found https://t.co/OkMkv2zpz9 #cbdedibles #delta8 https://t.co/hGtummtWBk",cbdedibles,15476,1.42E+18,CBDSmokeShop,"hashtag standalone, sale, capsules","sleep, edible, natural",product advertising,,,,1,,,,,,,,,,,,,,,,,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity ORO Disposable Vape 10 Fruit Flavors

The ORO disposable vape devices are available in a range of flavor options. Including Apple Ice, Blue Raz, Frozen Banana, Lush https://t.co/eGasXIDUaX #cbdedibles #delta8 https://t.co/uzFUDL2Cbd",cbdedibles,15476,1.42E+18,CBDSmokeShop,"hashtag standalone, sale, vape","disposable, vape, fruit, flavor, ",not mentioned in post,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity SWFT BAR DISPOSABLE VAPE

The SWFT Bar disposable vape devices provide a variety of flavor options like Guava Berry Ice to Watermelon Ice

The device provides https://t.co/AXIPUl04wc #cbdedibles #delta8 https://t.co/I9QaK5ZfeG",cbdedibles,15476,1.43E+18,CBDSmokeShop,"hashtag standalone, sale vape","disposable, vape, flavor, fruit",not mentioned in post,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"🔥 #STAYLIT 🔥
TAKE 10% OFF TODAY WITH CODE: SPRING
https://t.co/5HYOMDPSwt

#delta8 #cbd #cbn #cbg #cannabis #vapedeal #vaping #ccell #vaporjoes #vapingunderground #singlesource #singlesourced #mmj #hemp #hempnation #hempfarm #hemplife #hemplyfe #hempire https://t.co/AL0cVzdCgN",hemp,8786,1.38E+18,Single Source,"hashtag standalone, sale",coupon,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"Tincture &amp; Edibles SALE! Take 25% off NOW thru Sunday with code ""YUMMY"". All Delta 8 and CBD Tinctures &amp; Edibles are included ---&gt; https://t.co/qCbxlsL2Ns

#CBD #CBDedibles #cbdtinctures #delta8 #d8thc #edibles #tinctures #boston #hempire #onlinedispensary #dispensary #sale https://t.co/WFt8tG7s2m",hemp,8786,1.35E+18,Boston Hempire,"hashtag standalone, ""hempire"", sale, food/bev","coupon, yummy, tincture, edible","not mentioned in post, hashtag standalone",0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"Delta 8 Gorilla Glue Review from Brewton, Al. The Whatever Guy! https://t.co/CwtNEjBjWI via @YouTube 

#brewtonal #gorillaglue #delta8 #delta8effects #delta8gummies #delta8cartridges #delta8flower #cbd #hemp #delta8tincture #delta8softgels #delta8preroll #delta8review",hemp,8786,1.38E+18,thewhateverguy,"hashtag standalone, review",review,"not mentioned in post, hashtag standalone",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Our New &amp; Improved Delta 8 Gummies! 25mg of Delta 8 per Gummy!

🍏 - #lime
💚 - #squaregummies
🔥 - #delta8thc

#ghostvapors #delta8 #cbd #cbg #hemp #gummies #delta8edibles #edibles #hemplife https://t.co/dmXF8Q3Knn",hemp,8786,1.40E+18,Ghost Vapors,"hashtag standalone, sale, food/bev","new, improved, amount of drug, flavor, fruit, gummy","not mentioned in post, hashtag standalone",0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1
MediPets CBD Cat Treats - Adult Dental Catnip Flavor - 200mg https://t.co/ZWjmXfMS61 #delta8 #Hempwerks #hempwerkscbd #cbd #kratom https://t.co/TNZm7mBRpU,hemp,8786,1.41E+18,hempwerks,"hashtag standalone, sale, pet","edible, pet, dental","not mentioned in post, hashtag standalone",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"RT @MizTeeFranklin: TW: #Delta8 weed
.
.
.
.

@moonwlkrthc #420sale ends at midnight. Grab 4 bottles of gummies for the price of 3 OR grab…",thc,7292,1.38E+18,♿️TEE FRANKLIN HARLEY QUINN WRITER,"account name, sale, food/bev","sale, gummy",username,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Next Week.... Moon Rocks👨‍🚀🌎🚀

#moonmen
#delta8thc 
#delta8
#hemp
#cbd
#delta8flower 
#moonrocks 
#hempflower
#smokeshop
#smokeshops
#thc
#thclife
#thcinfused https://t.co/f5JOZ8ih2d https://t.co/U7dO7FSPh8",thc,7292,1.38E+18,Moon Men Hemp,hashtag standalone,coming soon,hashtag standalone ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"RT @SBreezeco: Local medical hemp business selling ‘Delta 8,’ but what is it?
#delta8 #sbreezeco #cbd #cannafam #spreadlove #thc https://t.…",thc,7292,1.37E+18,JoshuaTree420🌲🤟,"hashtag standalone, news","information, availability",hashtag standalone,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
"Stay informed on Delta-8 news: Loopholes and Red Tape. Find out the status of Delta-8 THC’s availability in the United States.

Read More Here:
https://t.co/yhoxV8Dm31

#delta8 #thc #cbd #hemp #cannabis #cannabiscommunity #hempflower #cannabinoids #bhfyp #regulation #loopholes",thc,7292,1.41E+18,TruSource Hemp Group,"delta 8 thc, legal, news","information, legal status","used in post, hashtag standalone",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
RT @trihealthcbd: On May 29th from 10AM to 4PM we will be attending the Newton Falls Craft &amp; Farmers Market with a variety of CBD and Delta…,thc,7292,1.40E+18,💨SummerBreezeco🌞,"account name, event","coming soon, event, variety",username,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Interested in the very best CBD gummies for 2021? You're not alone. Use and availability of CBD has been growing both in the U.S. and around the globe, and ...
source https://t.co/JDuW9y1dvC #cbdedibles #delta8 https://t.co/VxLvpJS2Oy",delta,6651,1.43E+18,CBDSmokeShop,"hashtag standalone, news","gummy, edible, best, availability",not mentioned in post,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"https://t.co/oZxrrwCHxI is giving away a Playstation 5!
https://t.co/ZextpAUK2v
#delta8 #yodelta #ps5 https://t.co/OB708N6nFN
#giveaway ,#GiveawayAlert #contest",delta,6651,1.42E+18,eriz Martínez,"hashtag standalone, company name, giveaway",giveaway,"not mentioned in post, hashtag standalone",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Have you tried our infused peanut butter yet?

#hemp #cbd #delta8 #cannabinoids #hemphelps #fullspectrum #snapdragon #tennesee #chattanooga #eastridge #hixson #harrison #delta8honey #delta8edibles #infusedcreations #cbdoil #hightimes #leafly #weedmaps #dabs #concentrate https://t.co/TcxGArUad5",delta,6651,1.42E+18,Snapdragon Hemp,"hashtag standalone, delta8, delta8honey, sale, food/bev","try, edible, savory","not in post, hashtag standalone",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Mighty Vaporizer, which is a continuation of the smaller Crafty model that packs an even bigger punch than its sibling. With an increased battery capacity and other https://t.co/kJFlYrZVdw #cbdedibles #delta8 https://t.co/inJJAMItQQ",delta,6651,1.40E+18,CBDSmokeShop,"hashtag standalone, sale, vape","vape, big, battery","not in post, hashtag standalone",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RT https://t.co/PikCNqTPeZ Metrix 650mAh VV 510 Thread CE3 Battery With USB Charger https://t.co/SiawRskAlO #Hempwerks #kratom #delta8 #cbd #hempwerkscbd https://t.co/05H35cz83O,delta,6651,1.41E+18,Victor M. Cartwright,"hashtag standalone, sale, vape","batter, charger, vape","not in post, hashtag standalone",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Delta 8 gummies, aka the breakfast of champions, available now at @hgdnola #highgrounddispensary #hgdnola #herbimport #herbimportnola #hemp #hempforheath #delta8 https://t.co/xCp32YnqBt",gummies,6458,1.33E+18,The Herb Import Co.,"product, sale, food.bev","gummy, edible, availability",in post,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity CBD Edible Gummy Bears

Made with CBD Hemp Extract oil sourced from organically grown hemp, our CBD Hemp Extract oil infused gummies are a great choice for daily https://t.co/VlzFRgid6p #cbdedibles #delta8 https://t.co/qqgEXaDAzz",gummies,6458,1.42E+18,CBDSmokeShop,"product, sale, food.bev","edible, gymmy, organic, oil",in post,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"!!!NEW BLOG POST!!!!
https://t.co/sSvzBJu9ib

#cbd #cbdbenefits #cbdoil #cbdandchill #cbdhealth #cbdflower #cbdfullspectrum #cbdlife #cbdforanxiety #cbdcommunity #cbdproducts #cbdforpets #cbdwellness #cbdedibles #cbdbusiness #cbdforthepeople #cbdgummies #cbdt #hemp #delta8 #thc https://t.co/LK9R3W5hAX",gummies,6458,1.40E+18,Magic Weed Amsterdam,"cbdgummies, hashtag standalone, ",blog,hashtag standalone,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity These top rated CBD gummies are popular for a great reason! Not just do they provide therapeutic benefits, they are a very enjoyable traditional sweet snack ...
source https://t.co/MwUUePbhzJ #cbdedibles #delta8 https://t.co/i84BViryiA",gummies,6458,1.43E+18,CBDSmokeShop,"product, sale, health benefits, food/bev","top rated, popular, gummy, edible, therapy, sweet",In post,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
RT @WarningBrand: Delta-8 Gummies coming very soon.  These are so damn good that we cant wait to share with you. #delta8 #delta8gummies #cbd,gummies,6458,1.44E+18,GetStonedTalkSports,"product, sale, food.bev","coming soon, gummy, edible, good",in post and hashtag standalone,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Josh Wolf can't handle his muffins at the Fresh Faces show at the Laugh Factory in Hollywood, CA. See more exclusive stand up videos in HD quality on ...
source https://t.co/YXfVInZ7Cn #cbdedibles #delta8 https://t.co/tMsYilqtX0",vape,5799,1.44E+18,CBDSmokeShop,"hashtag standalone, event","event, funny","hashtag standalone, not in post",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity CBD Peanut Butter - 500mg

Add the delicious experience of Yum Yum’s CBD Peanut Butter with 500mg of CBD in an 8oz package! Savor the experience of adding https://t.co/5Bfg0JtfP2 #cbdedibles #delta8 https://t.co/F99sxKNrQL",vape,5799,1.43E+18,CBDSmokeShop,"hashtag standalone, vapejuice, foodbev, sale","edible, savory, amount of drug, delicious","hashtag standalone, not In post",,,,1,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity CBD Gummies &amp; 1000mg Tincture Bundle
Our CBD gummies &amp; 1000mg Tincture Bundle includes our CBD gummies and your preferred flavor of our 30ml 1000mg full spectrum https://t.co/RrobgWuYvy #cbdedibles #delta8 https://t.co/h1wPm0eU6A",vape,5799,1.43E+18,CBDSmokeShop,"hashtag standalone, sale, food/bev","tincture, gummy, edible, amount of drug, flavor","not directly in post, hashtag standalone",1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"RT @CBDSmokeShop: #edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Delta 8 Infused Flower Mimosa, is our premium Delta 8…",vape,5799,1.41E+18,BestCBDOrganic,"hashtag standalone, vapejuice, flower","flower, ","not directly in post, hashtag standalone",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity R.A. Royal Sweets – 1000x CBD Milk Chocolate Covered Almonds

R.A. Royal Sweets 1000x CBD Milk Chocolate Covered Almonds provide a natural CBD hemp extract in https://t.co/MLqRG3rP3t #cbdedibles #delta8 https://t.co/mPD9Mnmaah",vape,5799,1.41E+18,CBDSmokeShop,"hashtag standalone, vapejuice, foodbev, sale","edible, sweet, natural","not in post, hashtag standalone",1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"RT @cannabistest1: How to do testing with us?

All you need to do is to ship us your samples and we will test them !!!!

#hemp #cbdoil #Can…",oil,5631,1.35E+18,Cannabis Legion,"hashtag standalone, cbdoil, testing ",test quality,"hashtag standalone, not in post",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity MARY'S NUTRITIONAL TAILS CBD TINCTURE DROPS

Available in 300 milligram doses (.5 milligrams of CBD per drop) for smaller pets and 900 milligrams for pets over 50 https://t.co/AjOkBBXzvt #cbdedibles #delta8 https://t.co/7TNybAjjCZ",oil,5631,1.42E+18,CBDSmokeShop,"hashtag standalone, sale, tincture","amount of drug, pet","hashtag standalone, not directly in post",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity R.A. Royal Gummies – 300MG CBD Infused Gummy Bananas
CBD Gummies are the #1 CBD choice for many people wanting to take CBD oil (cannabidiol). R.A. Royal Gummies https://t.co/s6ySN18Xuu #cbdedibles #delta8 https://t.co/7SVArAVW10",oil,5631,1.42E+18,CBDSmokeShop,"hashtag standalone, sale, food/bev","edible, gummy, #1",in post and hashtag standalone,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
