text,word,n,id,name,Comments,CL,keyword,cbdsmokeshop,retailer,RT,Duplicate,Keyword mentioned in post?,Ingestible_edible,Vape,flower_combustible,non_ingestible,delta_8_specific,flavoring_mentioned,tested,amount_of_drug,sale_promotion_or_giveaway,Therapeutic_claim,Effects_mentioned,Naturalness,legal_high,popularity,availability,website,cbdsmokeshop_cl,retailer_cl,RT_cl,Duplicate_cl,Keyword mentioned in post?_cl,Ingestible_edible_cl,Vape_cl,flower_combustible_cl,non_ingestible_cl,delta_8_specific_cl,flavoring_mentioned_cl,tested_cl,amount_of_drug_cl,sale_promotion_or_giveaway_cl,Therapeutic_claim_cl,Effects_mentioned_cl,Naturalness_cl,legal_high_cl,popularity_cl,availability_cl,Website_cl
#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Enjoy the sweet and sour punch of Delta-8 Bites Lemon Gummies. It’s a delicious Lemon gummy infused with Delta-8 THC. Enjoy the flavor of Lemon while experiencing the https://t.co/GKjra3aM6K #cbdedibles #delta8 https://t.co/2DFA1ZhNQs,oil,5631,1.43E+18,CBDSmokeShop,"hashtag standalone, sale, food/bev","edible, sweet, sour, fruit, flavor, delicous","not in post, hashtag standalone",1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Gold Juice CBD Vaping Pen 0.5ml – Royal Sweets

This is one of a kind! This vaping additive is made with premium CBD oil from 100% organic industrial hemp plants, https://t.co/0K3QmkK9XT #cbdedibles #delta8 https://t.co/MS8BtWuRda",oil,5631,1.42E+18,CBDSmokeShop,"hashtag standalone, sale, vape","unique, vape, premium, organic",in post and hashtag standalone,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity CBD Edible Gummy Bears

Made with CBD Hemp Extract oil sourced from organically grown hemp, our CBD Hemp Extract oil infused gummies are a great choice for daily https://t.co/VlzFRg0BHP #cbdedibles #delta8 https://t.co/Y4rvixmp7B",infused,3399,1.40E+18,CBDSmokeShop,"cbd-infused, sale, food/bev","oil, organic, gummy, edible, daily",in post only,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Chill Delta-8 Hemp Flower Lifter. Now you can enjoy whole flower hemp infused with Delta-8 THC the way it was meant to be experienced. In a sweet and sticky bud https://t.co/54ZsjwWv6a #cbdedibles #delta8 https://t.co/AwIsTBlqyQ,infused,3399,1.43E+18,CBDSmokeShop,"delta-8 infused, sale, food/bev","flower, natural, sweet, sticky",in post only,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity CBD Oil Drops For Cats and Dogs Zen Pet

A perfect blend of organic olive oil infused with 125mg of cannabidiol (CBD). This mix is perfect for cats and small dogs up https://t.co/AmY8FRG6cb #cbdedibles #delta8 https://t.co/4AlyAlvyrh",infused,3399,1.41E+18,CBDSmokeShop,"cbd infused, sale, pet","oil, amount of drug, mix, pet",in post only,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Relax CBD infused Peach Ring Gummies 100mg are natural, THC free edibles sourced from industrial hemp. Add these premium consumables infused with CBD from organic hemp https://t.co/D63owvtNbX #cbdedibles #delta8 https://t.co/NSDGj7jrvs",infused,3399,1.41E+18,CBDSmokeShop,"cbd infused, sale, food/bev","relax, fruit, edible, gummy, natural, organic",in post only,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Delta-8 Blueberry Gummies offer you a significant buzz in a tiny package. It’s a delicious Blueberry gummy infused with Delta-8 THC. Enjoy the flavor of Blueberry https://t.co/PWBWyyiF39 #cbdedibles #delta8 https://t.co/B51Tq3FXOW,infused,3399,1.40E+18,CBDSmokeShop,"delta-8 infused, sale, food/bev","edible, fruit, flavor, gymmy, buzz, enjoy",in post only,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
RT https://t.co/9K2RLp0LPh Yellow Thai https://t.co/VN5dfrA83r #delta8 #kratom #hempwerkscbd #cbd #Hempwerks https://t.co/TaEgrB8GCI,kratom,2992,1.43E+18,Victor M. Cartwright,"hashtag standalone, sale",nothing.,"not in post, hashtag standalone",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RT https://t.co/z2MEYtYmzC Delta 8 THC 1g Starter Kit https://t.co/AQszzFCRF3 #Hempwerks #cbd #delta8 #hempwerkscbd #kratom https://t.co/BSqwCApiaB,kratom,2992,1.42E+18,Victor M. Cartwright,"hashtag standalone, sale",starter kit,"not in post, hashtag standalone",0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Delta 8 Tincture - 1,000MG - Cereal Milk https://t.co/47kxPPXzj8 #kratom #hempwerkscbd #Hempwerks #cbd #delta8 https://t.co/Z2vgg1RrvT",kratom,2992,1.43E+18,hempwerks,"hashtag standalone, sale, tincture","tincture, amount of drug, flavor","not in post, hashtag standalone",0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
RT @yokratom: https://t.co/EOsY52zDtZ is giving away the hottest product of the year: PS5 Blu-Ray Edition &amp; a load of Delta 8! There is no…,kratom,2992,1.42E+18,Luzpiz,"account name, giveaway",give away,username,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
GRAV® SLUSH CUP https://t.co/pnsLQbBale #cbd #Hempwerks #hempwerkscbd #kratom #delta8 https://t.co/7TZ1wmdFqh,kratom,2992,1.40E+18,hempwerks,hashtag standalone,flavor?,"not in post, hashtag standalone",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GRAV® EMPRESS WATER PIPE https://t.co/FcIkHHIqEK #delta8 #kratom #hempwerkscbd #cbd #Hempwerks https://t.co/2UuwEOegBL,hempwerks,2930,1.41E+18,hempwerks,"hashtag standalone, sale, paraphenelia ",pipe,"brand, hashtag standalone",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8oz. Exfoliating Brown Sugar Scrub - 250mg https://t.co/Py1muuYnGI #Hempwerks #hempwerkscbd #delta8 #kratom #cbd https://t.co/2aDX7Jml9s,hempwerks,2930,1.40E+18,hempwerks,"hashtag standalone, lotion, sale",sugar scrup,"brand, hashtag standalone",0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
RT https://t.co/ghczvkJo99 High CBD Formula Bath Salts - 250mg - 1 pound https://t.co/EFRNmpgrpu #hempwerkscbd #Hempwerks #kratom #delta8 #cbd https://t.co/jDbATYTTl5,hempwerks,2930,1.41E+18,Victor M. Cartwright,"hashtag standalone, lotion, sale",bath,"brand, hashtag standalone",0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Full Spectrum CBD Cartridge - 1g https://t.co/krplyDjU82 #delta8 #Hempwerks #hempwerkscbd #cbd #kratom https://t.co/oBpyU7dnE4,hempwerks,2930,1.43E+18,hempwerks,"hashtag standalone, vape, sa;e",cartridge,"brand, hashtag standalone",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CONICAL POCKET BUBBLER https://t.co/ucyhpiX84z #delta8 #kratom #Hempwerks #hempwerkscbd #cbd https://t.co/64JuUYvV9L,hempwerks,2930,1.40E+18,hempwerks,"hashtag standalone, sale, paraphenelia ",pipe,"brand, hashtag standalone",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
RT https://t.co/1lBj6bu29G GRAV® EXTRA LARGE BEAKER https://t.co/AmsujjjweA #delta8 #Hempwerks #kratom #hempwerkscbd #cbd https://t.co/x3NqGqbuAz,hempwerkscbd,2828,1.43E+18,Victor M. Cartwright,"hashtag standalone, sale, paraphenelia ",pipe?,"brand, hashtag standalone",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RT https://t.co/8OhPSdTF3h Delta 8 Gummies https://t.co/f2WevsVafE #delta8 #kratom #Hempwerks #hempwerkscbd #cbd https://t.co/apzUJ1RXMU,hempwerkscbd,2828,1.42E+18,Victor M. Cartwright,"hashtag standalone, sale, food/bev","edible, gummy, #1","brand, hashtag standalone",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RT https://t.co/kkqOV3NsWP 8oz. Ultra Rich Body Butter CBD infused https://t.co/Qp1Zeqxvjs #hempwerkscbd #Hempwerks #cbd #delta8 #kratom https://t.co/IjS2MG1HtE,hempwerkscbd,2828,1.42E+18,Victor M. Cartwright,"hashtag standalone, sale, lotion",lotion,"brand, hashtag standalone",0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"Delta 8 Tincture - 1,000MG - Cereal Milk https://t.co/47kxPPXzj8 #kratom #cbd #hempwerkscbd #delta8 #Hempwerks https://t.co/8lRcTHYDeP",hempwerkscbd,2828,1.44E+18,hempwerks,"hashtag standalone, sale, tincture","tincture, amount of drug, flavor","brand, hashtag standalone",,,,1,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
MediPets CBD Cat Treats - Adult Dental Catnip Flavor - 200mg https://t.co/ZWjmXfMS61 #Hempwerks #cbd #kratom #hempwerkscbd #delta8 https://t.co/Jn49FgassP,hempwerkscbd,2828,1.43E+18,hempwerks,"hashtag standalone, sale, pet","pet, edible, dental","brand, hashtag standalone",,,,1,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Charlottes Wife CBD Caviar Cone (0.8 Gram)

Smokeable hemp flower is quickly becoming one of the most popular forms of consumption, due to it's quick effects, flavor, https://t.co/7jDS50SiQU #cbdedibles #delta8 https://t.co/Yl5IQ29TCH",flower,2614,1.43E+18,CBDSmokeShop,"product, sale, flower","flower, smoke, quick, flavor",in post only,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
"#Utoya #delta8 #moonrocks #hempflower #cbdflower in #halfoz #jars online at https://t.co/2aE0pErQ8a 

#legalweed #legalthc #hemp #delta8flower #d8 https://t.co/M0iyUsRXrR",flower,2614,1.40E+18,Joseph Edwards,"hashtag sentence, product, sale, flower ","sale, legal","hashtag standalone, product advertising",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"Use code 'FLOWER10' for 10% off all D8 flower or visit https://t.co/GLhxKivDzY to browse PHD Chemist Derived Delta-8-THC products.✌🏾🌿⁣⁣⁣
⁣⁣⁣
⁣⁣⁣#StayMellow #Delta8THC #Delta8 #Delta8Flower #Delta8Gummies #Delta8Candy",flower,2614,1.37E+18,Mellow Fellow,"product, sale, flower","coupon, flower, ",in post and hashtag standalone,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Tommy Chong's CBD Sour Gummies Full Spectrum CBD never tasted so good! Extracted from 100% U.S. grown hemp flower and blended with natural flavors. Gelatin for a quick, https://t.co/PjwzvdqRU6 #cbdedibles #delta8 https://t.co/WqTY4pCBAw",flower,2614,1.43E+18,CBDSmokeShop,"extracted, product, sale, food/bev","edible, gummy, taste, us grown, natural",in post,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity In this episode we will be making Infused White Sugar! You can use either Cannabis or Hemp flower to infuse this recipe. We will be using Hemp in this video, ... https://t.co/qwtyYToLNL #cbdedibles #delta8 https://t.co/XHWA4FRVlg",flower,2614,1.44E+18,CBDSmokeShop,"infused, cooking","video, recipe, flower",in post,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"Shatterday 

NEW Banana Runtz🍌

#moonmen
#delta8thc 
#delta8
#hemp
#cbd
#delta8flower 
#moonrocks 
#hempflower
#smokeshop
#smokeshops
#thc
#thclife
#thcinfused
#420
#moonrocks
#joint
#bluedream https://t.co/KlA8SSPh3T https://t.co/Ei2Ikhu9GA",delta8thc,2226,1.40E+18,Moon Men Hemp,"hashtag standalone, sale vape","new, shatter, flavor, fruit",hashtag standalone,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"https://t.co/j7CoovMIpg #mmm #traphouse #delta8 #gummies 
Yes, we have Delta 8 #thc! It's legal! This #medicine Gets you #stoned,  #happy, with #relaxation and #painrelief my #couponCode is MASSWON for 10% off &amp; #freeShipping #delta8thc #delta8
#cbd #hempoil #cbdvape #vapingcbd https://t.co/YLBXwaW8AY",delta8thc,2226,1.42E+18,CBD BEAST,"hashtag standalone, medical claims, sale, food/bev","new, available, legal, medicine, happy, relax, pain, coupon",hashtag IN SENTENCE,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
"OG  Kush Delta 8 THC Vape Cart from Hemp Lively! Bulk, Private Label, Retail, and Wholesale!

#delta8 #delta8thc #delta8thcreview #delta8thcgummies #delta8thctincture #Delta8thceffects 

https://t.co/zeBlsqVStM https://t.co/UPsNmxK8ez",delta8thc,2226,1.35E+18,thewhateverguy,"hashtag standalone, sale, vape","vape, bulk, wholesale",hashtag standalone,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
What Are Delta-8 THC Moon Rocks And Where To Get Them? https://t.co/B4eLFK5LP6 via @cbdtesters #MOONROCKS #delta8 #delta8thc,delta8thc,2226,1.36E+18,CBD Flowers,"hashtag standalone, sale ","information, availability",in sentence and hashtag standalone,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"AK47 (Hyrbid) 92% D8 Vape Cartridge👽🚀

#moonmen
#delta8thc 
#delta8
#hemp
#cbd
#delta8flower 
#moonrocks 
#hempflower
#smokeshop
#smokeshops
#thc
#thclife
#thcinfused
#420 https://t.co/UfXqVqCpz2 https://t.co/WMarcnYoRu",delta8thc,2226,1.40E+18,Moon Men Hemp,"hashtag standalone, sale, vape",vape ,hashtag standalone,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Strawberry Flavor Diamond CBD Hemp oil simple classic and a very tempting flavor. It will remind you of the best strawberries that you have ever had. Diamond CBD is a https://t.co/EPoqf84ujT #cbdedibles #delta8 https://t.co/GnLFo0ZXO7,flavor,2178,1.41E+18,CBDSmokeShop,"tempting, strawberry, product, sale, vape","oil, fruit, flavor, simple, classic, ",in post,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"New Güey Δ8 Gummies! Vegan and Gluten-free. 250mg of Δ8 per container in three yummy flavors. 

Which one are you excited to try?

#guey #gueycbd #gueyd8 #gueydelta8 #delta8 #d8gummies #gummies #delta8gummies #ediebles #lifted #faded #mentalhealth https://t.co/BRyN6eySCD",flavor,2178,1.44E+18,Güey CBD,"yummy, product, sale, food/bev","edible, gummy, vegan, gluten free, yummy, flavor, new",in post,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1
#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Strawberry Flavor Diamond CBD Hemp oil simple classic and a very tempting flavor. It will remind you of the best strawberries that you have ever had. Diamond CBD is a https://t.co/EPoqf7MTsl #cbdedibles #delta8 https://t.co/nmOaYxXmZ4,flavor,2178,1.42E+18,CBDSmokeShop,"tempting, strawberry, product, sale, vape","oil, flavor, fruit, simple, classic",in post,,,,1,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Blueberry Vape Juice - This CBD vape juice liquid blend comes in various strengths of 250mg, 500mg, 1000mg and 2000mg, and features a blueberry flavor. https://t.co/J88W0ikwsT #cbdedibles #delta8 https://t.co/qzLKkKqjqq",flavor,2178,1.42E+18,CBDSmokeShop,"blueberry, product, sale, vape","vape, amount of drug, flavor, fruit",in post,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Pineapple Mango CBD Vape Oil E-Juice 30ML

Our tropical fusion of pineapple and mango flavored CBD vape juice is infused with our custom blend proprietary cbd formula https://t.co/tlAmjAHNKi #cbdedibles #delta8 https://t.co/nxUCDxFic0",flavor,2178,1.40E+18,CBDSmokeShop,"pineapple, mango, cbd, product, sale, vape","vape, flavor, fruit, custom",in post,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Hi! Welcome to ""Angela's Anything Show."" On today's episode, Angela brings you another edition of Cooking with Cannabis. This time, she's taking a cutesy ...
source https://t.co/pKcFmciPC3 #cbdedibles #delta8 https://t.co/QPvhMHofmK",source,2161,1.44E+18,CBDSmokeShop,"link, cooking, show","video, recipe, flower",website,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity CBD has quickly become one of the most powerful substances on the planet and it's completely NATURAL. So many people have discovered relief with #CBD.
source https://t.co/UYKMnMyEdU #cbdedibles #delta8 https://t.co/0onXC8t3GC",source,2161,1.44E+18,CBDSmokeShop,"link, news","powerful, natural, relief",website,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Join Chef Tanya Nicole in this educational cannabis cooking show with a comedy infusion. Directed, filmed &amp; Edited by @MysterDL for ILL Mannered Films.
source https://t.co/hzrLHKjwn7 #cbdedibles #delta8 https://t.co/ERsnJxAcHL",source,2161,1.43E+18,CBDSmokeShop,"link, cooking, show","education, recipe, funny",website,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity CBD product companies are not officially allowed to list medical benefits to their use. Some of the most recognized and studied effects of CBD include its ...
source https://t.co/AeSP6bPFnv #cbdedibles #delta8 https://t.co/VKEpJ0chRJ",source,2161,1.44E+18,CBDSmokeShop,"link, medical claims",medical,website,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
