text,word,n,id,name,Comments,CL,keyword,cbdsmokeshop,retailer,RT,Duplicate,Keyword mentioned in post?,Ingestible_edible,Vape,flower_combustible,non_ingestible,delta_8_specific,flavoring_mentioned,tested,amount_of_drug,sale_promotion_or_giveaway,Therapeutic_claim,Effects_mentioned,Naturalness,legal_high,popularity,availability,website,cbdsmokeshop_cl,retailer_cl,RT_cl,Duplicate_cl,Keyword mentioned in post?_cl,Ingestible_edible_cl,Vape_cl,flower_combustible_cl,non_ingestible_cl,delta_8_specific_cl,flavoring_mentioned_cl,tested_cl,amount_of_drug_cl,sale_promotion_or_giveaway_cl,Therapeutic_claim_cl,Effects_mentioned_cl,Naturalness_cl,legal_high_cl,popularity_cl,availability_cl,Website_cl
"HAPPY 420!  RIGHT NOW SINGLE SOURCE
IS HAVING A 20% SITE-WIDE SALE
USE COUPON: 420

https://t.co/7Ifq6xPG1c

#delta8 #cbd #cbn #cbg #cannabis #vapedeal #vaping #ccell #vaporjoes #vapingunderground #singlesource #singlesourced #mmj #hemp #hempnation #hempfarm https://t.co/wYvThKheg5",source,2161,1.38E+18,Single Source,"account name, company name",coupon,single source,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity CBD Lollipops, after years of extensive reviewing, testing, and researching countless CBD products,  we have taken all that we learned and created the most optimized https://t.co/WZV4XAmPiv #cbdedibles #delta8 https://t.co/PuL5PdHVRM",products,2081,1.42E+18,CBDSmokeShop,"cbd, sale","review, test, research, learn, optimized",nowhere,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
"RT @Grandpoohbah78: $CATV our new #delta8 products will be available soon, #gummies #buds #carts #love #florida #hemp #thc https://t.co/ari…",products,2081,1.44E+18,Tortellini_The_Turbo_Cat,"delta 8 , sale",coming soon,product advertisement,0,0,1,0,1,1,1,1,-,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"RT @CarverJohns: All @MellowFellowD8 products are batch tested to ensure consistency and reliability. ⁣⁣
⁣⁣
Everything at https://t.co/3KtR…",products,2081,1.37E+18,the420garden,"tested, sale","tested, consistency, reliability",testing,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
"Testimonials drive us to be our best for you. 
#Testimonials #hemp #Floridahemp #delta8 #gramco #gramfam #customerfeedback #customerreviews #hemp #Floridahemp #d8 #cannabinoids #hempgoals #cannabis #hemplife #2021giftguide #giftsforher #giftsforhim #giftideas #hempproducts https://t.co/PFyxvswANT",products,2081,1.44E+18,GramCo,"hashtag standalone, hempproducts, sale",testimonials,hashtag standalone,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"🍄🌿🍄🌿🍄🌿🍄🌿🍄🌿
Check out all of these great products and so much more here. 👇😎👇 https://t.co/o55WtNHM86
Save some 💲💲💲💲
With coupon codes. 😉👍
#DELTA8 #anxietyrelief #free #DigitalMarketing #coupons #fitness #Miami #SteamSummerSale #thursdaymorning #thursdayvibes https://t.co/fF9YgCuMQj",products,2081,1.41E+18,Its_me_sandyleigh 🚗,"sale, great, medical claims","great products, coupon",product advertisement,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity CBD Gummies &amp; 1000mg Tincture Bundle
Our CBD gummies &amp; 1000mg Tincture Bundle includes our CBD gummies and your preferred flavor of our 30ml 1000mg full spectrum https://t.co/RrobgWuYvy #cbdedibles #delta8 https://t.co/AXgitfAFA2",spectrum,1907,1.43E+18,CBDSmokeShop,"full spectrum, tincture, sale","gummy, edible, tincture, amount of drug, flavor",full spectrum,1,1,0,1,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Full-Spectrum CBD Oil  500mg

Bliss CBD oil is made with full-spectrum hemp extract. It makes use of the entourage effect to deliver over 80 nutrients. In addition https://t.co/ml3qXb4MxJ #cbdedibles #delta8 https://t.co/eTCoxe84Xu",spectrum,1907,1.40E+18,CBDSmokeShop,"full spectrum hemp, sale, medical claims","oil, nutrients",full spectrum,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Use this link and get a free bottle ➡ https://t.co/bF75RDacDL Smilz CBD Gummies are pure broad spectrum hemp edibles that contain 10mg of ...
source https://t.co/4DMuk1LKQG #cbdedibles #delta8 https://t.co/XES45TrNo1",spectrum,1907,1.43E+18,CBDSmokeShop,"pure broad spectrum hemp, sale, food/bev","free, edible, amount of drug",broad spectrum,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Furry Friends Formula 500mg

This 500mg furry friends formula is made from a smart blend of full spectrum hemp oil and sustainably harvested Omega-3 anchovy fish oil. https://t.co/q7DfEb6V3r #cbdedibles #delta8 https://t.co/qwvdRwNx4m",spectrum,1907,1.41E+18,CBDSmokeShop,"full spectrum hemp, sale, pet","amount of drug, pet, sustainable",full spectrum,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Full-Spectrum CBD Oil  500mg

Bliss CBD oil is made with full-spectrum hemp extract. It makes use of the entourage effect to deliver over 80 nutrients. In addition https://t.co/ml3qXaNbGb #cbdedibles #delta8 https://t.co/9vu5zaqMtA",spectrum,1907,1.43E+18,CBDSmokeShop,"full spectrum hemp, entourage, medical claims, sale","oil, nutrients",full spectrum,1,1,0,1,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
YoDelta is about to take things to the next level! We are giving away the hottest product of the year: Playstation 5 Blu-Ray Edition a load of Delta 8! There is no purchase necessary with multiple ways to enter!!! #ps5 #delta8 https://t.co/QMRnz8dPqz,ps5,1786,1.42E+18,suzanne kaiser,"hashtag standalone, giiveaway",giveaway,in post and hashtag standalone,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"https://t.co/GergueT2Jg is giving away a Playstation 5!
https://t.co/kjvUxibwn6
#delta8 #yodelta #ps5 https://t.co/WTkYCh9kpy",ps5,1786,1.42E+18,PJ,"hashtag standalone, giveaway",giveaway,in post and hashtag standalone,0,0,0,1,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
YoDelta is about to take things to the next level! We are giving away the hottest product of the year: Playstation 5 Blu-Ray Edition a load of Delta 8! There is no purchase necessary with multiple ways to enter!!! #ps5 #delta8 https://t.co/EXNuKIlN4I,ps5,1786,1.41E+18,Jens,"hashtag standalone, giveaway",giveaway,in post and hashtag standalone,0,0,0,1,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"https://t.co/gzINfRUKLP is giving away a Playstation 5!
https://t.co/2eXhuspCtj
#delta8 #yodelta #ps5 https://t.co/Bz38fxd6eh",ps5,1786,1.42E+18,shellie clark,"hashtag standalone, giveaway",giveaway,in post and hashtag standalone,0,0,0,1,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
YoDelta is about to take things to the next level! We are giving away the hottest product of the year: Playstation 5 Blu-Ray Edition a load of Delta 8! There is no purchase necessary with multiple ways to enter!!! #ps5 #delta8 https://t.co/Bjd2hjL3Bh,ps5,1786,1.42E+18,test alexis,"hashtag standalone, giveaway",giveaway,in post and hashtag standalone,0,0,,1,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Chill Delta-8 Hemp Flower Lifter. Now you can enjoy whole flower hemp infused with Delta-8 THC the way it was meant to be experienced. In a sweet and sticky bud https://t.co/54ZsjwWv6a #cbdedibles #delta8 https://t.co/CvfkJZoucv,enjoy,1688,1.43E+18,CBDSmokeShop,"enjoy flower, sale, flower","flower, enjoy, natural, sweet, sticky",in post,1,1,0,1,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Rechargeable CBD Dab Pen - With our in-house selection of dab pens, you can easily enjoy your shatter, dab oil, and waxes in a whole new light. If you are looking for a https://t.co/dRvpFR77HN #cbdedibles #delta8 https://t.co/evdShf74Yz",enjoy,1688,1.43E+18,CBDSmokeShop,"enjoy concentrates, vape, sale","dab pen, in house, enjoy, easy oil, shatter, wax",in post,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Chill Delta-8 Hemp Flower Lifter. Now you can enjoy whole flower hemp infused with Delta-8 THC the way it was meant to be experienced. In a sweet and sticky bud https://t.co/54ZsjwWv6a #cbdedibles #delta8 https://t.co/KR2709Lsdb,enjoy,1688,1.42E+18,CBDSmokeShop,"enjoy flower, sale, flower","flower, natural, sweet, sticky",in post,1,1,,1,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1
#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity With our in-house selection of pre-filled CBD vape oil pen. You can easily enjoy your favorite vape oil flavor wherever you see fit. If you were looking for a great https://t.co/ayzhL9oAJr #cbdedibles #delta8 https://t.co/OUDb9hgOyY,enjoy,1688,1.43E+18,CBDSmokeShop,"enjoy vape, sale, vape","vape, enjoy, flavor, locatoin",in post,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"HBD, #Beyonce!
DYK Beyonce also uses CBD? 
What products do you think the Queen B uses? 

#thegreendragoncbd #cbd #delta8 https://t.co/Fc3FegGO16",product,1675,1.43E+18,The Green Dragon CBD,"celebrity, sale, cbd ","enjoy, premium, flower, sweet, chill, buzz, natural",in post,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"RT @CDCInjury: New CDC Health Alert: Cannabis products containing delta-8 THC may have unclear &amp; incomplete labeling, leaving consumers at…",product,1675,1.44E+18,ASTHO,"cannabis products, news, cdc, health warning",celebrity,"question, type",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"@CityofClinton letting your police department harass legal businesses about legal product without due process... its not a good look for you.

#delta8",product,1675,1.37E+18,JonFinn,"legal product, delta 8, legal harassment","alert, information, labeling",type,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
YoDelta is about to take things to the next level! We are giving away the hottest product of the year: Playstation 5 Blu-Ray Edition a load of Delta 8! There is no purchase necessary with multiple ways to enter!!! #ps5 #delta8 https://t.co/HoxymivmBS,product,1675,1.41E+18,pyrros,"hottest product, giveaway",legal status,legal,0,0,,1,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Canna-Pet® Advanced Small – 60 capsules

Our #1 product for cats &amp; dogs under 20 pounds. 

Recommended servings:

Pets under 20lbs (9kg), serve 1-2 capsules https://t.co/jAsURkqoED #cbdedibles #delta8 https://t.co/loyZ2kmTlN",product,1675,1.43E+18,CBDSmokeShop,"best product, pet, sale","new, giveaway",type,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Holistic Nutrition Consultant, Abbie Harper, shows us how to bake delicious CBD-infused chocolate chip cookies that happen to be vegan and gluten-free!
source https://t.co/oePMV3VKIE #cbdedibles #delta8 https://t.co/h7B09cuejO",free,1620,1.44E+18,CBDSmokeShop,"gluten-free, cbd","edible, pet",type,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Check out https://t.co/0TG6BjudY3 to buy a gram of CBD Tincture for $16 with free shipping with promo codes 'freeisolateshipping' and 'weedlist10' at checkout ... https://t.co/FoFMOPBvOJ #cbdedibles #delta8 https://t.co/fGRuhcgIq6,free,1620,1.43E+18,CBDSmokeShop,"free shipping, freeisolateshipping, sale, tincture","holistic, nutrition, recipe, vegan, gluten free",gluten free,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
We have #delta8 To my #2a #veterans TY Always #freeshipping! Buy https://t.co/jR9YYiAuhZ &amp; use my coupon code masswon! #isolate #cbd #cbdoil #hemp #cannabiscommunity #cbdheals #cbdvape #health #cannabidiol #vape #wellness #marijuana #organic #cbdisolate #cannabisoil,free,1620,1.36E+18,Mass One,"free shipping, sale","amount of drug, tincture, price, coupon",free shipping,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
New Arrival alert!! Chill Plus Full Spectrum Delta 8 CBD oil now available with #freeshipping @ https://t.co/PrT9BJXSjw  #cbdoil #CBDlife #cbdmovement #CBDstore #hemp #cannabidiol #hempoil #delta8 #delta8thc #THC #tincture #ThankfulThursday #ThursdayThoughts,free,1620,1.30E+18,Cbdsalesman,"free shipping, sale","availability, coupon",free shipping,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1
RT @CBDSmokeShop: #edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Our 500mg THC-free CBD tincture is made from our broa…,free,1620,1.42E+18,BestCBDOrganic,thc-free,"new, availability, free",free shipping,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
YoDelta is about to take things to the next level! We are giving away the hottest product of the year: Playstation 5 Blu-Ray Edition a load of Delta 8! There is no purchase necessary with multiple ways to enter!!! #ps5 #delta8 https://t.co/6YBnRdUCig,purchase,1589,1.42E+18,sonny isbell,"no purchase necessary, giveaway","amount of drug, tincture",THC free,0,0,,1,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
YoDelta is about to take things to the next level! We are giving away the hottest product of the year: Playstation 5 Blu-Ray Edition a load of Delta 8! There is no purchase necessary with multiple ways to enter!!! #ps5 #delta8 https://t.co/lOiG9lcSMc,purchase,1589,1.41E+18,Szymon Petrykowski,"no purchase necessary, giveaway",giveaway,no purchase necessary giveaway,0,0,,1,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
YoDelta is about to take things to the next level! We are giving away the hottest product of the year: Playstation 5 Blu-Ray Edition a load of Delta 8! There is no purchase necessary with multiple ways to enter!!! #ps5 #delta8 https://t.co/1ShmZBoYxR,purchase,1589,1.42E+18,yes,"no purchase necessary, giveaway",giveaway,no purchase necessary giveaway,0,0,,1,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
YoDelta is about to take things to the next level! We are giving away the hottest product of the year: Playstation 5 Blu-Ray Edition a load of Delta 8! There is no purchase necessary with multiple ways to enter!!! #ps5 #delta8 https://t.co/GyazjwhsUf,purchase,1589,1.41E+18,Amods,"no purchase necessary, giveaway",giveaway,no purchase necessary giveaway,0,0,,1,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
YoDelta is about to take things to the next level! We are giving away the hottest product of the year: Playstation 5 Blu-Ray Edition a load of Delta 8! There is no purchase necessary with multiple ways to enter!!! #ps5 #delta8 https://t.co/Doh3CWIn6u,purchase,1589,1.41E+18,Will Griesmer,"no purchase necessary, giveaway",giveaway,no purchase necessary giveaway,0,0,,1,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Take a wild trip to the islands and feel the buzz with Delta 8 CBD Mango Gummies. It’s a delicious Mango gummy infused with Delta-8 THC. Enjoy the flavor of Mango https://t.co/NYBSB8UXc6 #cbdedibles #delta8 https://t.co/o9DQDMegmB,gummy,1574,1.41E+18,CBDSmokeShop,"delta 8 infused, sale, food/bev",giveaway,no purchase necessary giveaway,1,1,,1,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity It’s like a buzz from the ice cream man with Orange Creamsicle CBD Gummies flavored Delta-8 THC Bites. It’s a delicious Orange Creamsicle gummy infused with Delta-8 https://t.co/GqLqJzX7OP #cbdedibles #delta8 https://t.co/YDzrJLYrdS,gummy,1574,1.41E+18,CBDSmokeShop,"delta 8 infused, sale, food/bev","trip, buzz, edible, fruit, flavor, gymmy, enjoy","in post, product advertisement",1,1,,1,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Yum Yum Sour Gummies CBD 1000x CBD Infused Sour Bears. Use natural CBD hemp extract and deliver yummy CBD gummy taste. CBD Gummies are the #1 CBD choice for many people https://t.co/jLmynjjVSw #cbdedibles #delta8 https://t.co/wMnq0ruEqK,gummy,1574,1.42E+18,CBDSmokeShop,"cbd infused, sale, food/bev","buzz, edible, fummy, flavor","in post, product advertisement",1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"#edibles #cbdoil #prerolls #cannabis  #vapejuice #cannabiscommunity Did you know that gelatin is actually good for dogs? That means they can have homemade gummy bears! How fun! We're making watermelon gummy bears with ...
source https://t.co/o1XpbTOnul #cbdedibles #delta8 https://t.co/arToX9rKQM",gummy,1574,1.44E+18,CBDSmokeShop,"delta 8 infused, pet, sale","sour, edible , gummy, natural, yummy, #1","in post, product advertisement",1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Use code 'SourSale' for an awesome promo deal on our sour gummy worms or visit https://t.co/KhK6hNjZRD to browse PHD Chemist Derived Delta-8-THC products.✌🏾Herb⁣⁣⁣⁣
⁣⁣⁣⁣
#StayMellow #Delta8THC #Delta8 #Delta8Flower #Delta8Gummies #Delta8Candy",gummy,1574,1.37E+18,Mellow Fellow,"delta 8 infused, sale, food/bev","information, homemade, flavor, edible, fruit","in post, product advertisement",0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total,,,,,,,,76,111,,,51,,,,,,,,,,19,13,15,6,12,10,,77,111,20,52,65,64,16,17,6,29,47,8,44,13,15,11,15,3,11,14,139
